time,seconds_elapsed,z,y,x
1679068247609296600,0.410296630859375,-0.001832595793530345,0,-0.0024434609804302454
1679068247629316600,0.430316650390625,0.001832595793530345,0.001832595793530345,-0.0024434609804302454
1679068247649335600,0.45033544921875,0.0024434609804302454,-0.0012217304902151227,0
1679068247669294600,0.470294677734375,0.005497787147760391,-0.0012217304902151227,-0.00427605677396059
1679068247689313500,0.4903134765625,-0.0012217304902151227,0,-0.0006108652451075613
1679068247710309600,0.5113095703125,-0.0006108652451075613,0.001832595793530345,0.00366519158706069
1679068247730329600,0.53132958984375,0.003054326167330146,0.00427605677396059,-0.004886921960860491
1679068247750287600,0.55128759765625,0.00366519158706069,0.00366519158706069,-0.00366519158706069
1679068247770306600,0.571306640625,0.003054326167330146,0.003054326167330146,0.00427605677396059
1679068247790326500,0.591326416015625,0.0024434609804302454,0.004886921960860491,-0.0024434609804302454
1679068247810284500,0.611284423828125,0.0024434609804302454,0.007941247895359993,-0.005497787147760391
1679068247830304500,0.631304443359375,0.0006108652451075613,0.0006108652451075613,-0.0024434609804302454
1679068247850323500,0.651323486328125,0.0012217304902151227,0.001832595793530345,-0.00427605677396059
1679068247871319600,0.672319580078125,0.00427605677396059,0.004886921960860491,-0.005497787147760391
1679068247892315400,0.6933154296875,0,-0.0012217304902151227,-0.00427605677396059
1679068247912335600,0.713335693359375,-0.0006108652451075613,0.006108652334660292,-0.001832595793530345
1679068247932293600,0.733293701171875,-0.00366519158706069,0.006719517521560192,0.0012217304902151227
1679068247953289500,0.75428955078125,0,0,-0.003054326167330146
1679068247974285600,0.77528564453125,0.0006108652451075613,0.0012217304902151227,0
1679068247994305500,0.795305419921875,0.0024434609804302454,0.00733038317412138,-0.0024434609804302454
1679068248014324500,0.815324462890625,0.0006108652451075613,0.0024434609804302454,-0.0012217304902151227
1679068248035320600,0.836320556640625,0.005497787147760391,0.004886921960860491,-0.0024434609804302454
1679068248056316400,0.85731640625,0.0024434609804302454,0.006108652334660292,-0.0024434609804302454
1679068248076336600,0.877336669921875,0.004886921960860491,0.0024434609804302454,-0.003054326167330146
1679068248096294400,0.89729443359375,0.003054326167330146,0.005497787147760391,-0.003054326167330146
1679068248117290500,0.91829052734375,0.001832595793530345,0.0012217304902151227,-0.00427605677396059
1679068248138286600,0.93928662109375,0.0006108652451075613,0,-0.005497787147760391
1679068248158306600,0.959306640625,0.00366519158706069,0.006719517521560192,-0.0012217304902151227
1679068248178328600,0.97932861328125,0.003054326167330146,-0.00366519158706069,0.0006108652451075613
1679068248198225400,0.999225341796875,0.003054326167330146,0.009162978269159794,0
1679068248218306600,1.019306640625,-0.0006108652451075613,-0.0024434609804302454,0.004886921960860491
1679068248240340500,1.041340576171875,0.0024434609804302454,0.00427605677396059,-0.003054326167330146
1679068248260298500,1.061298583984375,0.00427605677396059,-0.00366519158706069,-0.005497787147760391
1679068248280317400,1.0813173828125,0.0006108652451075613,0.001832595793530345,0.0006108652451075613
1679068248300337400,1.10133740234375,0.0006108652451075613,0.001832595793530345,0.001832595793530345
1679068248320295400,1.12129541015625,0.005497787147760391,0,-0.0012217304902151227
1679068248340315400,1.1413154296875,0.004886921960860491,0.009773843921720982,-0.0024434609804302454
1679068248361311500,1.1623115234375,0.001832595793530345,0.004886921960860491,-0.00733038317412138
1679068248381330400,1.182330322265625,0.0006108652451075613,0.001832595793530345,-0.00366519158706069
1679068248402326500,1.203326416015625,0.00427605677396059,0.0012217304902151227,-0.005497787147760391
1679068248422285600,1.22328564453125,0.00366519158706069,0.004886921960860491,-0.005497787147760391
1679068248442304500,1.243304443359375,0.0012217304902151227,0.0006108652451075613,-0.001832595793530345
1679068248462324500,1.263324462890625,0,0,-0.0006108652451075613
1679068248483320600,1.284320556640625,-0.0012217304902151227,-0.003054326167330146,-0.0006108652451075613
1679068248504316400,1.30531640625,0.0024434609804302454,0.0012217304902151227,-0.0012217304902151227
1679068248526289400,1.327289306640625,0,-0.0012217304902151227,0.00427605677396059
1679068248546308600,1.34730859375,-0.0024434609804302454,-0.0024434609804302454,-0.0024434609804302454
1679068248567304400,1.368304443359375,0.0006108652451075613,0.006108652334660292,0.0006108652451075613
1679068248587324400,1.388324462890625,0.0012217304902151227,0,-0.0006108652451075613
1679068248609296600,1.410296630859375,-0.0024434609804302454,-0.0012217304902151227,-0.003054326167330146
1679068248629316600,1.430316650390625,0.0012217304902151227,-0.0012217304902151227,-0.0012217304902151227
1679068248649335600,1.45033544921875,-0.001832595793530345,-0.0012217304902151227,-0.0012217304902151227
1679068248669294600,1.470294677734375,-0.001832595793530345,-0.0024434609804302454,-0.0006108652451075613
1679068248689313500,1.4903134765625,-0.0006108652451075613,0.0024434609804302454,-0.0024434609804302454
1679068248709332500,1.51033251953125,-0.0012217304902151227,0.0024434609804302454,-0.0006108652451075613
1679068248729291500,1.53029150390625,0.0006108652451075613,-0.0006108652451075613,-0.0012217304902151227
1679068248749310500,1.550310546875,0.006108652334660292,-0.001832595793530345,0.0006108652451075613
1679068248769330400,1.570330322265625,0,-0.004886921960860491,0.0006108652451075613
1679068248789105400,1.59010546875,-0.0006108652451075613,-0.00366519158706069,-0.003054326167330146
1679068248809308400,1.610308349609375,0.0006108652451075613,-0.0006108652451075613,0.0006108652451075613
1679068248830304500,1.631304443359375,0.00427605677396059,0.0024434609804302454,-0.001832595793530345
1679068248850323500,1.651323486328125,0,0.00366519158706069,0.0012217304902151227
1679068248870282500,1.671282470703125,0.003054326167330146,-0.0012217304902151227,-0.0024434609804302454
1679068248890301400,1.691301513671875,-0.0012217304902151227,-0.005497787147760391,0.003054326167330146
1679068248910260500,1.711260498046875,-0.006719517521560192,-0.0006108652451075613,0.004886921960860491
1679068248930340600,1.731340576171875,0.0006108652451075613,-0.0006108652451075613,-0.00366519158706069
1679068248950299400,1.75129931640625,-0.001832595793530345,-0.006108652334660292,0.0012217304902151227
1679068248970318600,1.771318603515625,-0.0024434609804302454,-0.0012217304902151227,-0.0006108652451075613
1679068248990338600,1.791338623046875,-0.005497787147760391,-0.001832595793530345,0.005497787147760391
1679068249011151600,1.812151611328125,-0.003054326167330146,-0.00427605677396059,0.0024434609804302454
1679068249031292400,1.83229248046875,-0.0012217304902151227,-0.003054326167330146,-0.004886921960860491
1679068249051312600,1.852312744140625,-0.0006108652451075613,-0.001832595793530345,0
1679068249071331600,1.87233154296875,-0.004886921960860491,0.0012217304902151227,0.00366519158706069
1679068249091290600,1.89229052734375,-0.0012217304902151227,-0.0006108652451075613,-0.003054326167330146
1679068249111309600,1.9123095703125,-0.003054326167330146,0.001832595793530345,0.001832595793530345
1679068249132305400,1.933305419921875,-0.003054326167330146,-0.0012217304902151227,0.0024434609804302454
1679068249152325600,1.95332568359375,0,0.001832595793530345,-0.0012217304902151227
1679068249172224500,1.973224609375,0.0024434609804302454,-0.0012217304902151227,0.0024434609804302454
1679068249192305400,1.993305419921875,-0.00366519158706069,0,0.0024434609804302454
1679068249212324600,2.01332470703125,-0.0006108652451075613,0.003054326167330146,0.00427605677396059
1679068249232283400,2.033283447265625,-0.001832595793530345,0.0006108652451075613,-0.0012217304902151227
1679068249253340400,2.05434033203125,-0.0012217304902151227,0.0024434609804302454,-0.003054326167330146
1679068249273298400,2.07429833984375,-0.00366519158706069,-0.0006108652451075613,0.00366519158706069
1679068249293318400,2.094318359375,-0.0024434609804302454,-0.0006108652451075613,-0.001832595793530345
1679068249314131500,2.11513134765625,-0.0006108652451075613,-0.001832595793530345,0.0012217304902151227
1679068249335310600,2.136310546875,-0.00733038317412138,0,-0.001832595793530345
1679068249355329500,2.15632958984375,0,0.00366519158706069,-0.0024434609804302454
1679068249375288600,2.17628857421875,-0.0024434609804302454,0.0006108652451075613,0.0024434609804302454
1679068249395307500,2.1963076171875,-0.001832595793530345,-0.0012217304902151227,-0.0006108652451075613
1679068249415327500,2.216327392578125,-0.0012217304902151227,-0.003054326167330146,0.004886921960860491
1679068249435285500,2.236285400390625,-0.001832595793530345,0.00366519158706069,0.001832595793530345
1679068249455305500,2.256305419921875,-0.001832595793530345,0.0024434609804302454,-0.004886921960860491
1679068249475324400,2.276324462890625,-0.00733038317412138,-0.001832595793530345,0.0024434609804302454
1679068249495283500,2.296283447265625,0.0006108652451075613,0.0006108652451075613,0.0006108652451075613
1679068249515302400,2.316302490234375,-0.0006108652451075613,-0.0012217304902151227,0.001832595793530345
1679068249535261400,2.336261474609375,-0.0012217304902151227,-0.00366519158706069,0.0006108652451075613
1679068249555341600,2.356341552734375,0.00427605677396059,0.0024434609804302454,-0.001832595793530345
1679068249575300600,2.376300537109375,0.0012217304902151227,0.001832595793530345,0.00427605677396059
1679068249596296400,2.39729638671875,0,0.0024434609804302454,0.0006108652451075613
1679068249616315400,2.4173154296875,0,0.00366519158706069,-0.001832595793530345
1679068249636335600,2.437335693359375,-0.003054326167330146,0.003054326167330146,-0.0012217304902151227
1679068249656293600,2.457293701171875,0.0024434609804302454,-0.001832595793530345,-0.0024434609804302454
1679068249676313600,2.477313720703125,0.0012217304902151227,0.006108652334660292,-0.0012217304902151227
1679068249697309400,2.498309326171875,0.0012217304902151227,-0.0006108652451075613,-0.001832595793530345
1679068249717267500,2.518267333984375,0,0,0.0006108652451075613
1679068249738324500,2.539324462890625,0.0012217304902151227,0.0024434609804302454,-0.003054326167330146
1679068249758283500,2.559283447265625,0.001832595793530345,0.003054326167330146,-0.004886921960860491
1679068249778302500,2.579302490234375,0.0024434609804302454,0,0.0006108652451075613
1679068249798322400,2.599322509765625,-0.0006108652451075613,-0.00427605677396059,0.003054326167330146
1679068249818341600,2.619341552734375,-0.00366519158706069,-0.00427605677396059,0.0006108652451075613
1679068249838299400,2.63929931640625,0,0.0006108652451075613,-0.006108652334660292
1679068249858319600,2.659319580078125,0,0.00427605677396059,0.003054326167330146
1679068249878338600,2.679338623046875,0.003054326167330146,-0.004886921960860491,-0.0012217304902151227
1679068249898297600,2.699297607421875,0.001832595793530345,0.0006108652451075613,0.001832595793530345
1679068249918316500,2.719316650390625,0,0.001832595793530345,-0.0006108652451075613
1679068249938336500,2.73933642578125,-0.0024434609804302454,0.001832595793530345,-0.003054326167330146
1679068249958294500,2.75929443359375,0.006108652334660292,0.00427605677396059,-0.005497787147760391
1679068249979290600,2.78029052734375,0,-0.0012217304902151227,0.0012217304902151227
1679068249999310600,2.800310546875,-0.0012217304902151227,-0.00366519158706069,0.003054326167330146
1679068250019329500,2.82032958984375,-0.0006108652451075613,-0.00366519158706069,0.001832595793530345
1679068250040325600,2.84132568359375,0.003054326167330146,-0.00427605677396059,-0.001832595793530345
1679068250060284400,2.861284423828125,-0.0006108652451075613,0.0024434609804302454,-0.00427605677396059
1679068250080303600,2.8813037109375,0.00366519158706069,-0.0012217304902151227,0.003054326167330146
1679068250100323600,2.901323486328125,0,-0.0006108652451075613,0
1679068250120281600,2.921281494140625,0,-0.0006108652451075613,-0.0012217304902151227
1679068250140301600,2.941301513671875,0.0006108652451075613,-0.001832595793530345,0.0012217304902151227
1679068250160320500,2.961320556640625,0.0012217304902151227,-0.0006108652451075613,-0.0006108652451075613
1679068250180281600,2.981281494140625,0,0.0012217304902151227,-0.0024434609804302454
1679068250200301600,3.001301513671875,0.0006108652451075613,-0.004886921960860491,0.00427605677396059
1679068250220320500,3.021320556640625,-0.001832595793530345,-0.0012217304902151227,0.003054326167330146
1679068250240340500,3.041340576171875,-0.0006108652451075613,-0.0024434609804302454,-0.00366519158706069
1679068250261336600,3.062336669921875,0.0012217304902151227,0.006108652334660292,-0.00366519158706069
1679068250281294600,3.082294677734375,-0.0006108652451075613,-0.0006108652451075613,-0.0024434609804302454
1679068250302290400,3.10329052734375,0.0012217304902151227,0.0006108652451075613,-0.001832595793530345
1679068250322310400,3.123310302734375,-0.001832595793530345,0.0024434609804302454,-0.0024434609804302454
1679068250342329600,3.14332958984375,0.00366519158706069,0.0006108652451075613,0.0024434609804302454
1679068250362287600,3.16328759765625,0.0024434609804302454,-0.0006108652451075613,-0.0024434609804302454
