version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,SM-A520F,2023-03-17_15-50-47,android,1.12.0,8ea4a7c1-2521-4160-be97-f0c6075e1baa,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Barometer|Location|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,20|20|20|20|20|0|0||20|20|20|20
